"weight";"lat";"lon"
"30";"48.52";"14.333"
"30";"48.52";"14.283"
"30";"48.51";"15.563"
"30";"48.51";"14.973"
"30";"48.51";"14.533"
"30";"48.51";"14.493"
"30";"48.51";"14.143"
"30";"48.51";"13.873"
"30";"48.5";"15.663"
"30";"48.5";"14.323"
"30";"48.5";"14.253"
"30";"48.49";"15.473"
"30";"48.49";"15.243"
"30";"48.49";"15.093"
"30";"48.49";"14.073"
"30";"48.48";"15.573"
"30";"48.48";"15.103"
"30";"48.48";"15.053"
"30";"48.48";"14.123"
"30";"48.48";"14.063"
"30";"48.48";"14.053"
"30";"48.47";"15.523"
"30";"48.47";"14.953"
"30";"48.47";"14.863"
"30";"48.47";"14.613"
"30";"48.46";"16.093"
"30";"48.46";"15.893"
"30";"48.46";"15.873"
"30";"48.46";"15.493"
"30";"48.46";"15.453"
"30";"48.46";"15.443"
"30";"48.46";"15.043"
"30";"48.46";"14.733"
"30";"48.46";"14.263"
"30";"48.46";"13.783"
"30";"48.46";"13.673"
"30";"48.45";"15.493"
"30";"48.45";"14.523"
"30";"48.45";"14.313"
"30";"48.45";"14.243"
"30";"48.45";"14.233"
"30";"48.44";"15.693"
"30";"48.44";"15.573"
"30";"48.44";"15.553"
"30";"48.44";"15.063"
"30";"48.44";"14.903"
"30";"48.44";"14.093"
"30";"48.44";"13.763"
"30";"48.43";"16.013"
"30";"48.43";"15.023"
"30";"48.43";"14.933"
"30";"48.43";"13.883"
"30";"48.43";"13.833"
"30";"48.42";"15.983"
"30";"48.42";"15.783"
"30";"48.42";"15.623"
"30";"48.42";"15.573"
"30";"48.42";"15.163"
"30";"48.42";"15.103"
"30";"48.42";"15.063"
"30";"48.42";"14.003"
"30";"48.42";"13.933"
"30";"48.42";"13.923"
"30";"48.42";"13.893"
"30";"48.42";"13.733"
"30";"48.41";"15.973"
"30";"48.41";"15.653"
"30";"48.41";"15.633"
"30";"48.41";"15.133"
"30";"48.41";"14.833"
"30";"48.41";"14.763"
"30";"48.41";"14.583"
"30";"48.41";"13.863"
"30";"48.41";"13.593"
"30";"48.4";"15.873"
"30";"48.4";"15.143"
"30";"48.4";"15.103"
"30";"48.4";"14.833"
"30";"48.4";"14.743"
"30";"48.4";"14.043"
"30";"48.4";"13.843"
"30";"48.39";"15.003"
"30";"48.39";"14.743"
"30";"48.39";"14.633"
"30";"48.39";"14.073"
"30";"48.39";"13.823"
"30";"48.38";"14.743"
"30";"48.38";"14.673"
"30";"48.37";"15.163"
"30";"48.37";"15.113"
"30";"48.37";"14.633"
"30";"48.37";"13.913"
"30";"48.36";"15.983"
"30";"48.36";"15.273"
"30";"48.36";"13.693"
"30";"48.36";"13.603"
"30";"48.36";"13.533"
"30";"48.36";"13.523"
"30";"48.35";"15.503"
"30";"48.35";"15.373"
"30";"48.35";"15.323"
"30";"48.35";"14.863"
"30";"48.35";"14.773"
"30";"48.35";"14.133"
"30";"48.35";"14.063"
"30";"48.35";"13.843"
"30";"48.34";"15.083"
"30";"48.34";"15.073"
"30";"48.34";"14.703"
"30";"48.34";"14.663"
"30";"48.34";"14.073"
"30";"48.33";"14.743"
"30";"48.33";"14.073"
"30";"48.33";"13.903"
"30";"48.33";"13.883"
"30";"48.32";"15.043"
"30";"48.32";"14.723"
"30";"48.32";"14.713"
"30";"48.32";"14.063"
"30";"48.32";"13.793"
"30";"48.31";"15.003"
"30";"48.31";"13.733"
"30";"48.31";"13.613"
"30";"48.3";"15.163"
"30";"48.3";"15.003"
"30";"48.3";"14.273"
"30";"48.3";"14.263"
"30";"48.3";"14.203"
"30";"48.3";"14.193"
"30";"48.3";"13.823"
"30";"48.29";"15.023"
"30";"48.29";"13.563"
"30";"48.28";"15.793"
"30";"48.28";"14.143"
"30";"48.28";"13.843"
"30";"48.27";"16.113"
"30";"48.27";"14.293"
"30";"48.27";"14.193"
"30";"48.26";"15.433"
"30";"48.26";"15.423"
"30";"48.26";"15.103"
"30";"48.26";"14.953"
"30";"48.26";"13.903"
"30";"48.25";"15.973"
"30";"48.25";"15.233"
"30";"48.25";"15.163"
"30";"48.25";"13.923"
"30";"48.24";"14.363"
"30";"48.24";"14.143"
"30";"48.24";"13.923"
"30";"48.23";"13.943"
"30";"48.23";"13.853"
"30";"48.22";"15.863"
"30";"48.22";"15.553"
"30";"48.22";"15.543"
"30";"48.22";"15.383"
"30";"48.22";"15.353"
"30";"48.22";"14.613"
"30";"48.22";"14.113"
"30";"48.22";"13.993"
"30";"48.21";"14.553"
"30";"48.21";"14.333"
"30";"48.21";"13.873"
"30";"48.21";"12.963"
"30";"48.2";"15.553"
"30";"48.2";"15.533"
"30";"48.2";"14.643"
"30";"48.2";"14.273"
"30";"48.2";"14.213"
"30";"48.2";"14.003"
"30";"48.2";"13.993"
"30";"48.19";"15.433"
"30";"48.19";"13.773"
"30";"48.18";"15.053"
"30";"48.18";"14.313"
"30";"48.18";"14.293"
"30";"48.18";"13.873"
"30";"48.18";"13.753"
"30";"48.18";"13.743"
"30";"48.17";"15.053"
"30";"48.17";"14.173"
"30";"48.16";"15.643"
"30";"48.16";"15.293"
"30";"48.16";"13.803"
"30";"48.16";"13.753"
"30";"48.15";"13.913"
"30";"48.15";"13.503"
"30";"48.14";"14.413"
"30";"48.14";"14.183"
"30";"48.14";"13.743"
"30";"48.14";"13.733"
"30";"48.13";"15.663"
"30";"48.13";"15.543"
"30";"48.13";"15.053"
"30";"48.13";"14.423"
"30";"48.13";"14.393"
"30";"48.13";"13.853"
"30";"48.12";"14.513"
"30";"48.12";"14.333"
"30";"48.12";"13.843"
"30";"48.12";"13.753"
"30";"48.11";"15.533"
"30";"48.11";"15.313"
"30";"48.11";"14.363"
"30";"48.11";"14.163"
"30";"48.11";"13.863"
"30";"48.11";"13.623"
"30";"48.1";"15.553"
"30";"48.1";"14.363"
"30";"48.09";"15.423"
"30";"48.09";"14.403"
"30";"48.08";"14.533"
"30";"48.08";"14.413"
"30";"48.08";"14.003"
"30";"48.07";"15.603"
"30";"48.07";"15.393"
"30";"48.07";"15.323"
"30";"48.07";"15.073"
"30";"48.07";"15.033"
"30";"48.06";"15.353"
"30";"48.06";"13.933"
"30";"48.06";"13.793"
"30";"48.06";"13.763"
"30";"48.05";"15.683"
"30";"48.05";"14.463"
"30";"48.04";"14.373"
"30";"48.03";"15.713"
"30";"48.03";"15.623"
"30";"48.03";"15.533"
"30";"48.03";"15.213"
"30";"48.03";"15.143"
"30";"48.03";"14.993"
"30";"48.03";"14.043"
"30";"48.02";"15.653"
"30";"48.02";"15.633"
"30";"48.02";"15.373"
"30";"48.02";"15.103"
"30";"48.01";"15.443"
"30";"48.01";"15.173"
"30";"48.01";"15.133"
"30";"48.01";"14.623"
"30";"48.01";"14.433"
"30";"48.01";"13.963"
"30";"48.01";"13.643"
"30";"48.01";"13.303"
"30";"48.01";"12.983"
"30";"48";"15.253"
"30";"48";"14.913"
"30";"48";"14.693"
"30";"48";"14.113"
"30";"48";"14.063"
"30";"48";"13.973"
"30";"48";"13.003"
"30";"47.99";"15.073"
"30";"47.99";"13.333"
"30";"47.98";"15.463"
"30";"47.98";"15.363"
"30";"47.98";"14.963"
"30";"47.98";"13.983"
"30";"47.98";"13.933"
"30";"47.98";"13.393"
"30";"47.98";"12.593"
"30";"47.97";"15.693"
"30";"47.97";"15.673"
"30";"47.97";"15.603"
"30";"47.96";"15.263"
"30";"47.96";"15.133"
"30";"47.96";"14.763"
"30";"47.96";"14.543"
"30";"47.96";"14.453"
"30";"47.96";"14.063"
"30";"47.96";"13.563"
"30";"47.96";"12.843"
"30";"47.95";"15.753"
"30";"47.95";"14.753"
"30";"47.95";"14.293"
"30";"47.95";"14.283"
"30";"47.95";"13.563"
"30";"47.95";"12.983"
"30";"47.95";"12.943"
"30";"47.94";"15.323"
"30";"47.94";"15.303"
"30";"47.94";"14.133"
"30";"47.93";"15.003"
"30";"47.93";"14.913"
"30";"47.93";"14.903"
"30";"47.93";"14.873"
"30";"47.93";"14.613"
"30";"47.93";"13.863"
"30";"47.92";"15.453"
"30";"47.92";"15.253"
"30";"47.92";"15.113"
"30";"47.92";"15.083"
"30";"47.92";"14.183"
"30";"47.92";"14.053"
"30";"47.91";"15.713"
"30";"47.91";"15.623"
"30";"47.91";"15.353"
"30";"47.91";"14.093"
"30";"47.89";"15.523"
"30";"47.89";"15.383"
"30";"47.89";"14.173"
"30";"47.89";"14.113"
"30";"47.88";"15.423"
"30";"47.88";"15.203"
"30";"47.88";"14.883"
"30";"47.88";"14.863"
"30";"47.88";"13.993"
"30";"47.87";"16.623"
"30";"47.87";"15.373"
"30";"47.87";"15.083"
"30";"47.86";"14.863"
"30";"47.86";"13.643"
"30";"47.86";"13.633"
"30";"47.85";"15.253"
"30";"47.85";"14.033"
"30";"47.84";"15.713"
"30";"47.84";"15.393"
"30";"47.84";"15.143"
"30";"47.84";"15.023"
"30";"47.84";"14.193"
"30";"47.84";"13.023"
"30";"47.83";"14.583"
"30";"47.83";"13.773"
"30";"47.83";"13.673"
"30";"47.83";"13.573"
"30";"47.82";"16.503"
"30";"47.82";"14.843"
"30";"47.82";"13.753"
"30";"47.81";"15.303"
"30";"47.81";"15.073"
"30";"47.81";"14.773"
"30";"47.81";"14.453"
"30";"47.81";"13.773"
"30";"47.81";"13.693"
"30";"47.81";"13.673"
"30";"47.8";"15.443"
"30";"47.8";"14.793"
"30";"47.8";"13.443"
"30";"47.79";"16.613"
"30";"47.79";"14.793"
"30";"47.79";"13.643"
"30";"47.79";"13.463"
"30";"47.79";"12.363"
"30";"47.78";"14.953"
"30";"47.78";"14.603"
"30";"47.77";"13.763"
"30";"47.77";"12.373"
"30";"47.76";"15.053"
"30";"47.76";"15.043"
"30";"47.76";"14.813"
"30";"47.76";"14.443"
"30";"47.76";"12.703"
"30";"47.75";"15.953"
"30";"47.75";"13.603"
"30";"47.75";"12.253"
"30";"47.74";"14.953"
"30";"47.74";"14.853"
"30";"47.74";"14.323"
"30";"47.74";"13.773"
"30";"47.74";"13.733"
"30";"47.73";"14.893"
"30";"47.73";"13.913"
"30";"47.73";"13.863"
"30";"47.73";"13.753"
"30";"47.73";"13.663"
"30";"47.73";"12.063"
"30";"47.73";"11.933"
"30";"47.72";"16.893"
"30";"47.72";"15.583"
"30";"47.72";"15.523"
"30";"47.71";"15.533"
"30";"47.71";"15.403"
"30";"47.71";"15.363"
"30";"47.71";"15.353"
"30";"47.71";"14.493"
"30";"47.71";"14.423"
"30";"47.71";"13.893"
"30";"47.71";"13.753"
"30";"47.71";"13.743"
"30";"47.71";"11.793"
"30";"47.7";"15.663"
"30";"47.7";"14.663"
"30";"47.7";"14.003"
"30";"47.7";"13.703"
"30";"47.7";"12.453"
"30";"47.7";"12.053"
"30";"47.7";"11.703"
"30";"47.69";"15.573"
"30";"47.69";"15.483"
"30";"47.69";"15.433"
"30";"47.69";"15.173"
"30";"47.69";"14.813"
"30";"47.69";"11.803"
"30";"47.68";"15.903"
"30";"47.68";"14.913"
"30";"47.68";"14.893"
"30";"47.67";"15.463"
"30";"47.67";"14.863"
"30";"47.67";"14.753"
"30";"47.66";"14.573"
"30";"47.66";"14.503"
"30";"47.66";"13.513"
"30";"47.66";"11.923"
"30";"47.65";"14.663"
"30";"47.65";"14.453"
"30";"47.64";"14.513"
"30";"47.63";"15.043"
"30";"47.63";"14.703"
"30";"47.63";"14.633"
"30";"47.63";"14.453"
"30";"47.63";"14.343"
"30";"47.63";"13.593"
"30";"47.62";"15.903"
"30";"47.62";"13.823"
"30";"47.62";"11.833"
"30";"47.61";"15.753"
"30";"47.61";"14.893"
"30";"47.6";"15.183"
"30";"47.59";"15.203"
"30";"47.59";"14.623"
"30";"47.59";"13.663"
"30";"47.59";"12.033"
"30";"47.59";"11.973"
"30";"47.59";"11.953"
"30";"47.58";"13.683"
"30";"47.57";"15.183"
"30";"47.57";"14.713"
"30";"47.57";"14.673"
"30";"47.56";"14.703"
"30";"47.56";"14.693"
"30";"47.55";"13.833"
"30";"47.53";"14.553"
"30";"47.52";"14.773"
"30";"47.52";"13.483"
"30";"47.52";"12.103"
"30";"47.51";"14.553"
"30";"47.5";"13.443"
"30";"47.5";"12.203"
"30";"47.49";"14.803"
"30";"47.48";"15.453"
"30";"47.48";"13.113"
"30";"47.47";"14.993"
"30";"47.47";"14.653"
"30";"47.46";"15.503"
"30";"47.46";"13.523"
"30";"47.45";"14.613"
"30";"47.45";"14.333"
"30";"47.44";"15.573"
"30";"47.43";"12.243"
"30";"47.41";"15.253"
"30";"47.41";"14.823"
"30";"47.41";"14.563"
"30";"47.39";"15.083"
"30";"47.39";"13.503"
"30";"47.38";"14.723"
"30";"47.37";"14.683"
"30";"47.35";"15.503"
"30";"47.34";"15.543"
"30";"47.33";"13.373"
"30";"47.32";"15.523"
"30";"47.3";"15.613"
"30";"47.26";"14.303"
"30";"47.24";"15.233"
"30";"47.24";"13.173"
"30";"47.23";"12.703"
"30";"47.21";"15.563"
"30";"47.21";"15.133"
"30";"47.19";"15.553"
"30";"47.18";"15.163"
"30";"47.18";"12.793"
"30";"47.18";"12.743"
"30";"47.14";"15.143"
"30";"47.14";"15.103"
"30";"47.13";"15.143"
"30";"47.12";"15.183"
"30";"47.12";"12.913"
"30";"47.1";"15.063"
"30";"47.09";"15.303"
"30";"47.08";"13.013"
"30";"47.07";"15.073"
"30";"47.06";"15.073"
"30";"47.04";"15.253"
"30";"47.04";"13.083"
"30";"47.04";"12.763"
"30";"47.02";"13.053"
"30";"47.01";"13.113"
"30";"46.99";"15.103"
"30";"46.99";"15.093"
"30";"46.96";"15.153"
"30";"46.96";"13.203"
"30";"46.94";"12.553"
"30";"46.93";"14.563"
"30";"46.92";"13.293"
"30";"46.9";"15.693"
"30";"46.89";"12.463"
"30";"46.88";"15.063"
"30";"46.88";"13.363"
"30";"46.85";"15.743"
"30";"46.83";"15.773"
"30";"46.83";"15.353"
"30";"46.83";"15.343"
"30";"46.74";"15.843"
"30";"46.37";"14.283"
"30";"45.94";"15.103"
"30";"45.91";"15.143"
"30";"45.86";"15.233"
"30";"45.84";"15.273"
"30";"45.83";"15.323"
"30";"45.8";"15.313"
"30";"45.74";"15.463"
"30";"45.73";"15.483"
"30";"45.69";"15.513"
"30";"45.64";"15.663"
"30";"45.64";"15.653"
"30";"45.63";"15.623"
"30";"45.61";"15.663"
"29";"49.75";"15.263"
"29";"49.5";"15.193"
"29";"49.47";"15.173"
"29";"49.36";"15.243"
"29";"49.33";"15.183"
"29";"49.32";"15.243"
"29";"49.3";"15.213"
"29";"49.25";"15.463"
"29";"49.25";"14.743"
"29";"49.23";"14.803"
"29";"49.22";"15.183"
"29";"49.21";"14.803"
"29";"49.19";"14.953"
"29";"49.18";"14.993"
"29";"49.16";"15.633"
"29";"49.16";"14.953"
"29";"49.15";"15.993"
"29";"49.14";"15.413"
"29";"49.13";"15.213"
"29";"49.13";"15.163"
"29";"49.12";"15.223"
"29";"49.09";"15.183"
"29";"49.08";"16.013"
"29";"49.08";"15.763"
"29";"49.08";"15.713"
"29";"49.07";"15.843"
"29";"49.06";"15.973"
"29";"49.06";"15.953"
"29";"49.06";"15.843"
"29";"49.06";"15.673"
"29";"49.06";"15.463"
"29";"49.06";"14.783"
"29";"49.05";"15.903"
"29";"49.04";"15.483"
"29";"49.04";"14.833"
"29";"49.04";"14.073"
"29";"49.03";"15.473"
"29";"49.02";"15.863"
"29";"49.01";"15.583"
"29";"49.01";"15.523"
"29";"49.01";"15.263"
"29";"49";"15.503"
"29";"48.99";"15.503"
"29";"48.99";"15.283"
"29";"48.97";"15.513"
"29";"48.96";"15.573"
"29";"48.95";"14.313"
"29";"48.93";"14.333"
"29";"48.93";"14.323"
"29";"48.89";"15.823"
"29";"48.89";"14.353"
"29";"48.88";"14.373"
"29";"48.87";"14.263"
"29";"48.85";"14.603"
"29";"48.84";"15.103"
"29";"48.84";"14.653"
"29";"48.83";"15.173"
"29";"48.83";"15.143"
"29";"48.83";"14.453"
"29";"48.82";"14.773"
"29";"48.82";"14.463"
"29";"48.82";"14.453"
"29";"48.81";"15.353"
"29";"48.81";"15.263"
"29";"48.81";"15.173"
"29";"48.81";"14.403"
"29";"48.8";"15.843"
"29";"48.8";"15.833"
"29";"48.8";"15.033"
"29";"48.79";"15.333"
"29";"48.79";"15.263"
"29";"48.78";"15.363"
"29";"48.78";"14.823"
"29";"48.77";"15.513"
"29";"48.75";"15.823"
"29";"48.75";"15.123"
"29";"48.75";"14.543"
"29";"48.74";"14.763"
"29";"48.74";"14.633"
"29";"48.73";"15.833"
"29";"48.73";"14.823"
"29";"48.72";"15.703"
"29";"48.72";"15.013"
"29";"48.72";"14.653"
"29";"48.71";"15.523"
"29";"48.71";"15.363"
"29";"48.71";"14.423"
"29";"48.7";"15.713"
"29";"48.7";"14.643"
"29";"48.69";"15.573"
"29";"48.69";"15.063"
"29";"48.69";"14.713"
"29";"48.69";"14.013"
"29";"48.69";"13.963"
"29";"48.68";"15.793"
"29";"48.68";"15.533"
"29";"48.68";"15.073"
"29";"48.68";"14.963"
"29";"48.68";"14.043"
"29";"48.67";"15.553"
"29";"48.67";"13.273"
"29";"48.66";"15.373"
"29";"48.66";"14.803"
"29";"48.66";"14.773"
"29";"48.66";"13.573"
"29";"48.65";"15.673"
"29";"48.65";"15.653"
"29";"48.65";"14.173"
"29";"48.65";"13.433"
"29";"48.64";"15.873"
"29";"48.64";"15.683"
"29";"48.64";"14.783"
"29";"48.64";"14.163"
"29";"48.63";"15.733"
"29";"48.63";"15.443"
"29";"48.62";"15.283"
"29";"48.62";"15.263"
"29";"48.62";"14.493"
"29";"48.62";"14.443"
"29";"48.62";"14.163"
"29";"48.61";"15.813"
"29";"48.61";"15.803"
"29";"48.61";"14.473"
"29";"48.6";"15.053"
"29";"48.6";"14.283"
"29";"48.59";"15.693"
"29";"48.59";"14.943"
"29";"48.58";"16.233"
"29";"48.58";"15.823"
"29";"48.58";"15.723"
"29";"48.58";"14.883"
"29";"48.57";"15.653"
"29";"48.57";"14.913"
"29";"48.57";"14.903"
"29";"48.57";"14.493"
"29";"48.57";"14.253"
"29";"48.56";"15.883"
"29";"48.56";"15.823"
"29";"48.56";"15.803"
"29";"48.56";"15.723"
"29";"48.56";"15.543"
"29";"48.56";"14.993"
"29";"48.56";"14.853"
"29";"48.56";"14.763"
"29";"48.56";"14.293"
"29";"48.56";"14.023"
"29";"48.55";"15.753"
"29";"48.55";"15.253"
"29";"48.55";"14.913"
"29";"48.55";"14.363"
"29";"48.55";"14.213"
"29";"48.55";"14.203"
"29";"48.54";"15.623"
"29";"48.54";"15.603"
"29";"48.54";"15.423"
"29";"48.54";"15.373"
"29";"48.54";"14.573"
"29";"48.54";"14.543"
"29";"48.54";"14.413"
"29";"48.53";"16.293"
"29";"48.53";"15.803"
"29";"48.53";"15.763"
"29";"48.53";"15.753"
"29";"48.53";"15.293"
"29";"48.53";"15.093"
"29";"48.53";"14.613"
"29";"48.53";"14.473"
"29";"48.53";"14.373"
"29";"48.53";"14.173"
"29";"48.52";"15.933"
"29";"48.52";"14.573"
"29";"48.52";"14.293"
"29";"48.52";"13.783"
"29";"48.51";"14.853"
"29";"48.51";"14.793"
"29";"48.51";"14.723"
"29";"48.51";"14.713"
"29";"48.51";"14.623"
"29";"48.51";"14.553"
"29";"48.51";"14.463"
"29";"48.5";"15.633"
"29";"48.5";"15.473"
"29";"48.5";"15.003"
"29";"48.5";"14.993"
"29";"48.5";"14.423"
"29";"48.5";"14.403"
"29";"48.5";"14.163"
"29";"48.5";"14.153"
"29";"48.5";"14.003"
"29";"48.5";"13.833"
"29";"48.49";"15.673"
"29";"48.48";"14.733"
"29";"48.48";"14.673"
"29";"48.48";"14.553"
"29";"48.48";"14.243"
"29";"48.48";"14.193"
"29";"48.47";"15.883"
"29";"48.47";"15.643"
"29";"48.47";"15.513"
"29";"48.47";"14.853"
"29";"48.46";"16.083"
"29";"48.46";"15.953"
"29";"48.46";"15.053"
"29";"48.46";"14.933"
"29";"48.46";"14.763"
"29";"48.45";"16.123"
"29";"48.45";"15.903"
"29";"48.45";"14.293"
"29";"48.45";"13.723"
"29";"48.44";"15.993"
"29";"48.44";"15.483"
"29";"48.44";"15.173"
"29";"48.44";"15.143"
"29";"48.44";"14.813"
"29";"48.44";"13.943"
"29";"48.43";"15.553"
"29";"48.43";"15.103"
"29";"48.43";"15.083"
"29";"48.43";"14.443"
"29";"48.42";"15.813"
"29";"48.42";"15.733"
"29";"48.42";"15.173"
"29";"48.42";"15.153"
"29";"48.42";"14.503"
"29";"48.41";"15.843"
"29";"48.41";"14.443"
"29";"48.41";"13.953"
"29";"48.41";"13.803"
"29";"48.41";"13.743"
"29";"48.41";"13.513"
"29";"48.4";"13.953"
"29";"48.4";"13.933"
"29";"48.4";"13.553"
"29";"48.39";"16.063"
"29";"48.39";"15.643"
"29";"48.39";"15.143"
"29";"48.39";"13.923"
"29";"48.39";"13.903"
"29";"48.39";"13.603"
"29";"48.38";"16.133"
"29";"48.38";"15.073"
"29";"48.38";"14.663"
"29";"48.38";"14.413"
"29";"48.38";"13.783"
"29";"48.37";"15.183"
"29";"48.37";"14.803"
"29";"48.37";"14.123"
"29";"48.37";"13.663"
"29";"48.37";"13.493"
"29";"48.36";"13.963"
"29";"48.36";"13.783"
"29";"48.36";"13.473"
"29";"48.35";"15.043"
"29";"48.35";"14.173"
"29";"48.35";"13.973"
"29";"48.35";"13.823"
"29";"48.34";"16.013"
"29";"48.34";"15.913"
"29";"48.34";"14.923"
"29";"48.33";"15.363"
"29";"48.33";"14.833"
"29";"48.33";"14.033"
"29";"48.33";"14.023"
"29";"48.32";"15.873"
"29";"48.32";"14.403"
"29";"48.32";"14.273"
"29";"48.32";"14.023"
"29";"48.32";"13.113"
"29";"48.32";"13.083"
"29";"48.31";"14.293"
"29";"48.31";"14.223"
"29";"48.31";"14.073"
"29";"48.31";"13.863"
"29";"48.3";"16.073"
"29";"48.3";"14.943"
"29";"48.3";"14.803"
"29";"48.3";"14.023"
"29";"48.29";"15.423"
"29";"48.29";"15.193"
"29";"48.29";"14.843"
"29";"48.29";"14.223"
"29";"48.28";"15.453"
"29";"48.28";"15.133"
"29";"48.28";"15.113"
"29";"48.28";"15.103"
"29";"48.28";"14.893"
"29";"48.28";"14.223"
"29";"48.28";"13.963"
"29";"48.28";"13.853"
"29";"48.27";"15.133"
"29";"48.26";"15.133"
"29";"48.26";"14.573"
"29";"48.26";"14.213"
"29";"48.26";"14.193"
"29";"48.26";"13.873"
"29";"48.25";"16.143"
"29";"48.25";"14.123"
"29";"48.24";"15.163"
"29";"48.24";"14.123"
"29";"48.24";"13.783"
"29";"48.23";"14.603"
"29";"48.23";"13.923"
"29";"48.22";"13.813"
"29";"48.22";"13.543"
"29";"48.21";"15.553"
"29";"48.21";"15.403"
"29";"48.21";"14.083"
"29";"48.21";"13.933"
"29";"48.2";"14.663"
"29";"48.2";"14.223"
"29";"48.2";"14.083"
"29";"48.2";"13.633"
"29";"48.19";"15.593"
"29";"48.19";"15.173"
"29";"48.19";"13.633"
"29";"48.18";"15.423"
"29";"48.18";"14.093"
"29";"48.18";"13.883"
"29";"48.18";"13.683"
"29";"48.18";"13.613"
"29";"48.17";"15.613"
"29";"48.17";"15.563"
"29";"48.17";"15.163"
"29";"48.17";"14.353"
"29";"48.17";"14.073"
"29";"48.17";"13.773"
"29";"48.17";"13.633"
"29";"48.17";"13.623"
"29";"48.16";"15.543"
"29";"48.16";"15.503"
"29";"48.16";"15.343"
"29";"48.16";"15.323"
"29";"48.16";"14.813"
"29";"48.15";"15.523"
"29";"48.15";"14.143"
"29";"48.14";"15.513"
"29";"48.14";"14.483"
"29";"48.14";"14.443"
"29";"48.14";"14.253"
"29";"48.14";"13.853"
"29";"48.14";"13.533"
"29";"48.13";"14.883"
"29";"48.13";"14.463"
"29";"48.13";"14.333"
"29";"48.13";"13.943"
"29";"48.13";"13.743"
"29";"48.13";"13.733"
"29";"48.13";"13.723"
"29";"48.12";"15.483"
"29";"48.12";"14.463"
"29";"48.12";"13.863"
"29";"48.12";"13.853"
"29";"48.11";"13.883"
"29";"48.11";"13.853"
"29";"48.1";"15.573"
"29";"48.1";"15.173"
"29";"48.1";"14.563"
"29";"48.1";"13.953"
"29";"48.1";"13.183"
"29";"48.09";"14.413"
"29";"48.08";"15.083"
"29";"48.08";"14.373"
"29";"48.08";"13.953"
"29";"48.08";"13.243"
"29";"48.08";"13.183"
"29";"48.07";"15.633"
"29";"48.07";"15.463"
"29";"48.07";"15.373"
"29";"48.07";"15.243"
"29";"48.07";"15.233"
"29";"48.07";"13.803"
"29";"48.06";"15.553"
"29";"48.06";"15.483"
"29";"48.06";"13.753"
"29";"48.05";"15.783"
"29";"48.05";"14.543"
"29";"48.03";"15.603"
"29";"48.03";"15.553"
"29";"48.03";"15.523"
"29";"48.03";"15.273"
"29";"48.03";"14.163"
"29";"48.03";"14.023"
"29";"48.03";"13.943"
"29";"48.02";"15.693"
"29";"48.02";"15.483"
"29";"48.02";"15.443"
"29";"48.02";"15.163"
"29";"48.02";"14.583"
"29";"48.02";"14.573"
"29";"48.02";"14.443"
"29";"48.02";"14.013"
"29";"48.02";"13.883"
"29";"48.01";"15.513"
"29";"48.01";"15.473"
"29";"48.01";"14.133"
"29";"48.01";"13.103"
"29";"48";"15.753"
"29";"48";"15.273"
"29";"48";"15.153"
"29";"48";"14.683"
"29";"48";"14.483"
"29";"48";"14.103"
"29";"47.99";"15.643"
"29";"47.99";"12.913"
"29";"47.98";"15.313"
"29";"47.98";"15.283"
"29";"47.97";"15.493"
"29";"47.97";"15.403"
"29";"47.97";"14.183"
"29";"47.97";"14.153"
"29";"47.97";"13.983"
"29";"47.97";"13.023"
"29";"47.96";"15.443"
"29";"47.96";"15.343"
"29";"47.96";"14.833"
"29";"47.96";"14.423"
"29";"47.96";"12.873"
"29";"47.95";"15.343"
"29";"47.95";"14.973"
"29";"47.95";"14.793"
"29";"47.95";"13.983"
"29";"47.95";"12.973"
"29";"47.94";"15.663"
"29";"47.94";"15.653"
"29";"47.94";"14.433"
"29";"47.94";"14.123"
"29";"47.94";"12.953"
"29";"47.93";"16.573"
"29";"47.93";"15.673"
"29";"47.93";"15.283"
"29";"47.93";"15.233"
"29";"47.93";"15.183"
"29";"47.93";"14.363"
"29";"47.93";"14.203"
"29";"47.93";"13.913"
"29";"47.92";"15.363"
"29";"47.92";"15.303"
"29";"47.92";"15.013"
"29";"47.92";"14.393"
"29";"47.91";"15.703"
"29";"47.91";"15.633"
"29";"47.91";"15.313"
"29";"47.91";"15.273"
"29";"47.91";"14.353"
"29";"47.9";"16.433"
"29";"47.9";"15.613"
"29";"47.9";"14.423"
"29";"47.9";"14.033"
"29";"47.9";"13.123"
"29";"47.89";"16.413"
"29";"47.89";"15.743"
"29";"47.89";"15.423"
"29";"47.89";"15.413"
"29";"47.89";"15.393"
"29";"47.89";"15.373"
"29";"47.89";"14.133"
"29";"47.89";"13.913"
"29";"47.88";"15.733"
"29";"47.88";"13.753"
"29";"47.87";"15.813"
"29";"47.87";"15.713"
"29";"47.87";"15.013"
"29";"47.87";"14.873"
"29";"47.87";"14.173"
"29";"47.86";"15.753"
"29";"47.86";"15.673"
"29";"47.86";"15.623"
"29";"47.86";"15.353"
"29";"47.86";"14.903"
"29";"47.86";"14.413"
"29";"47.85";"15.303"
"29";"47.85";"15.103"
"29";"47.85";"15.093"
"29";"47.85";"15.033"
"29";"47.85";"14.793"
"29";"47.85";"14.503"
"29";"47.85";"13.593"
"29";"47.84";"16.453"
"29";"47.84";"15.113"
"29";"47.84";"14.883"
"29";"47.83";"14.813"
"29";"47.83";"11.533"
"29";"47.82";"15.513"
"29";"47.82";"14.293"
